Transaction_ID,Date,SKU,Category,Sub_category,Product_Name,unit_price,total_items,is_special,total_cost,Customer_Name,Gender,Age,City,payment_method,access_url
4106262096,2022-11-11,5009400P,Drinks,Coffee Drinks,Coffee Capsules,0.48,8,False,3.84,Morgan Cervantes,female,65,Hobart,Debit Card,Mobile App
6092654133,2020-08-29,6801115P,Pantry,Sauces,Stir-fry and curries,2.16,2,False,4.32,Nichole Banks,female,38,Perth,Credit Card,Mobile App
7588097420,2024-06-07,3984530P,Drinks,Coffee Drinks,Coffee Ground,5.25,5,False,26.25,Paige Dean,female,84,Brisbane,Debit Card,Mobile App
1834626241,2018-10-07,3022021P,"Dairy, eggs & fridge",Cheese,Brie & soft cheese,88.0,10,True,704.0,Christopher Chapman,male,67,Melbourne,Debit Card,Mobile App
6038424473,2023-02-10,3982545P,Pantry,Coffee,Coffee beans,3.99,1,False,3.99,Melissa Montgomery,female,32,Sydney,Credit Card,Website
1728314949,2021-01-31,5292286P,Pantry,Breakfast,Breakfast cereal,1.75,10,False,17.5,Susan Rivera,female,82,Sydney,Debit Card,Website
5901678236,2023-09-02,362781P,Drinks,Tea Drinks,Tea Black,2.94,3,False,8.82,Jasmine Hendrix,female,55,Sydney,Debit Card,Mobile App
9914050015,2023-10-11,9059181P,Pantry,"Jams, honey & spreads",Nut spreads,1.06,4,False,4.24,Nicole Jones,female,34,Brisbane,Coupons,Mobile App
6119557797,2020-10-03,3048794P,Drinks,Soft drinks,Mixers,9.38,3,False,28.14,Samantha Rogers,female,50,Perth,Debit Card,Mobile App
8402047554,2023-04-28,5497234P,Pantry,"Jams, honey & spreads",Nut spreads,2.41,7,False,16.87,Stephanie Anderson,female,60,Melbourne,Credit Card,Mobile App
4144691012,2021-02-16,4945293P,Pantry,Confectionery,Lollies,3.09,9,False,27.81,Corey Garcia,male,50,Melbourne,Debit Card,Mobile App
2224079813,2018-05-19,4962419P,"Dairy, eggs & fridge",Cheese,Blue cheese,87.0,1,False,87.0,Travis Young,male,33,Sydney,Coupons,Mobile App
9597635871,2023-11-09,6875009P,Pantry,Sauces,Soy & Asian,2.1,6,False,12.600000000000001,Tanya Cabrera,female,71,Sydney,Coupons,Website
6712672592,2019-09-16,5645692P,Pantry,"Chips, crackers & snacks",Nuts & trail mix,37.37,2,False,74.74,Jocelyn Nelson,female,39,Sydney,Credit Card,Website
4487273533,2021-02-01,3468520P,Pantry,"Chips, crackers & snacks",Crackers & crispbreads,2.22,1,False,2.22,Brandi Hogan,female,68,Melbourne,Debit Card,Mobile App
2497720983,2018-01-03,8467604P,Fruit & vegetables,Vegetables,Onion & leeks,4.0,8,True,25.6,Jessica Ashley,female,64,Melbourne,Credit Card,Mobile App
2216076536,2022-04-18,8280895P,Pantry,Sauces,Soy & Asian,1.36,8,False,10.88,George Scott,male,58,Perth,Debit Card,Mobile App
9008039626,2020-08-28,3946246P,Pantry,"Chips, crackers & snacks",Biscuits & cookies,2.17,5,False,10.85,Scott Thompson,male,56,Perth,Coupons,Website
2286440226,2022-03-14,3054505P,Pantry,"Chips, crackers & snacks",Crackers & crispbreads,69.34,2,False,138.68,Derek Dunn,male,75,Sydney,Coupons,Mobile App
1084832035,2023-08-24,4976854P,Drinks,Coffee Drinks,Mixes Coffee,0.7,5,False,3.5,Misty Parks,female,28,Adelaide,Debit Card,Mobile App
9985459511,2021-08-02,3331751P,Meat & seafood,Beef & veal,Beef steaks,40.0,7,False,280.0,Kaitlyn Buchanan,female,36,Melbourne,Credit Card,Website
1655721426,2020-10-10,4357524P,"Dairy, eggs & fridge",Cheese,Brie & soft cheese,48.0,7,False,336.0,Sarah Shannon,female,60,Melbourne,Credit Card,Mobile App
8749698361,2018-06-03,5266515P,Pantry,Breakfast,On the go,0.95,9,False,8.549999999999999,Rodney Castillo,male,53,Sydney,Coupons,Website
7630243540,2018-07-29,4824390P,Pantry,Coffee,Coffee beans,4.26,2,False,8.52,Damon Guzman,male,59,Melbourne,Credit Card,Mobile App
7660267275,2020-08-08,123328P,Fruit & vegetables,Vegetables,"Peas, beans & okra",20.0,3,False,60.0,Nicole Miller,female,47,Sydney,Credit Card,Website
3356204402,2022-10-12,5192758P,Drinks,Soft drinks,Soft drink bottles,3.33,2,False,6.66,Sarah Rasmussen,female,29,Sydney,Coupons,Mobile App
3101971495,2020-08-04,5485836P,Pantry,"Jams, honey & spreads",Nut spreads,5.18,6,True,24.864,Mark Dixon,male,46,Adelaide,Debit Card,Mobile App
5223306771,2018-10-12,5438381P,"Dairy, eggs & fridge",Cheese,Cheddar & tasty cheese,47.41,3,True,113.78399999999999,Susan Mitchell,female,100,Hobart,Debit Card,Mobile App
8987659007,2023-01-31,3003694P,Bakery,Packaged Cakes & Sweet Treats,Gluten Free Cakes & Treats,1.8,6,False,10.8,Rachel Garza,female,83,Melbourne,Credit Card,Website
6906434473,2018-07-16,3763392P,Pantry,"Chips, crackers & snacks",Biscuits & cookies,3.18,2,False,6.36,Michele Lester,female,56,Sydney,Debit Card,Mobile App
6667692764,2022-01-08,4398725P,Drinks,Soft drinks,Soft drink cans,5.88,9,False,52.92,Jessica Roberson,female,55,Perth,Coupons,Mobile App
7161968724,2023-05-14,117256P,Pantry,"Chips, crackers & snacks",Crackers & crispbreads,1.68,10,False,16.8,Jessica Brown,female,37,Brisbane,Coupons,Mobile App
3113017302,2021-03-28,1726023P,Drinks,Sports drinks,Sports drink,6.63,5,False,33.15,Martha Wagner,female,53,Melbourne,Credit Card,Mobile App
7283803115,2023-07-18,6369364P,Pantry,Tea,Black,0.04,8,True,0.256,Jennifer Evans,female,64,Sydney,Credit Card,Mobile App
5873590081,2021-08-29,9442620P,Pantry,Sauces,Recipe & meal bases,1.84,1,False,1.84,Rita Henry,female,50,Brisbane,Credit Card,Mobile App
3225182796,2022-01-03,3585567P,Drinks,Soft drinks,Kombucha & other drinks,1.36,5,False,6.800000000000001,Tammy Jones,female,25,Brisbane,Coupons,Mobile App
1847376549,2021-05-11,3151487P,Pantry,"Chips, crackers & snacks",Rice & corn snacks,1.17,3,False,3.51,Jennifer Moore,female,20,Perth,Debit Card,Website
5905688334,2019-02-14,5219162P,Pantry,Sauces,Recipe & meal bases,2.0,7,False,14.0,Jennifer Lewis,female,57,Gold Coast,Credit Card,Website
7054868435,2020-04-01,123328P,Fruit & vegetables,Vegetables,"Peas, beans & okra",21.0,5,False,105.0,Pamela Mack,female,67,Perth,Credit Card,Mobile App
1269398916,2024-03-06,9882667P,Drinks,Soft drinks,Soft drink cans,2.91,7,False,20.37,Amanda Martinez,female,56,Melbourne,Debit Card,Mobile App
5438827921,2018-05-09,4283869P,Pantry,"Chips, crackers & snacks",Biscuits & cookies,2.79,7,False,19.53,Tracy Porter,female,57,Sydney,Credit Card,Mobile App
7888529582,2019-08-31,2785094P,Drinks,Energy drinks,Multipack cans,4.13,1,False,4.13,Michaela Morgan,female,49,Canberra,Credit Card,Mobile App
1085717144,2022-10-02,5242583P,Meat & seafood,Poultry,"Diced, stir-fry & tenders",24.0,9,True,172.8,Mario Williams,male,55,Melbourne,Coupons,Website
7016745119,2022-02-08,5468917P,Drinks,Sports drinks,Sports drink,3.92,9,False,35.28,Sarah Pratt,female,48,Sydney,Credit Card,Mobile App
6417068732,2023-11-05,3984100P,Drinks,Coffee Drinks,Mixes Coffee,0.75,6,True,3.6,Rachel Adkins,female,49,Sydney,Debit Card,Mobile App
3549074581,2022-09-17,4803991P,Fruit & vegetables,Vegetables,Onion & leeks,2.4,6,False,14.399999999999999,Linda Hunter,female,73,Melbourne,Credit Card,Mobile App
3776079181,2018-04-08,5483932P,Drinks,Tea Drinks,Tea Black,5.0,6,False,30.0,Rachel Hahn,female,92,Melbourne,Coupons,Mobile App
8038043882,2023-10-01,2601566P,Drinks,Tea Drinks,Tea Chai,0.19,8,True,1.2160000000000002,Danny Humphrey,male,37,Canberra,Debit Card,Website
1544444203,2020-08-14,6803799P,Pantry,Sauces,Stir-fry and curries,2.34,10,False,23.4,Elizabeth Cox,female,46,Melbourne,Credit Card,Website
7211228623,2021-05-12,3825026P,Pantry,Oils & vinegars,Oil,1.03,4,False,4.12,Benjamin Dixon,male,60,Melbourne,Coupons,Mobile App
3150828230,2018-03-24,3186277P,"Dairy, eggs & fridge",Milk,Milk flavoured,5.14,5,False,25.7,Emily Young,female,38,Melbourne,Debit Card,Mobile App
8168272451,2022-12-08,2951047P,Drinks,Coffee Drinks,Coffee Capsules,0.7,2,False,1.4,Austin Craig,male,78,Perth,Coupons,Website
5471544783,2021-06-05,3434856P,Pantry,"Chips, crackers & snacks",Popcorn,3.0,4,False,12.0,Michelle Mendoza,female,39,Sydney,Debit Card,Mobile App
7553755537,2018-07-02,472994P,"Dairy, eggs & fridge",Cheese,Block cheese,20.72,9,False,186.48,Christopher Mullins,male,59,Sydney,Debit Card,Mobile App
4698337795,2018-03-29,2912453P,Pantry,"Jams, honey & spreads",Honey,1.44,3,False,4.32,Julie Lee,female,60,Sydney,Debit Card,Mobile App
4612675491,2018-09-20,9735684P,Pantry,Sauces,Recipe & meal bases,4.0,4,False,16.0,Keith Thomas,male,81,Melbourne,Credit Card,Mobile App
1363016877,2020-01-22,4370078P,"Dairy, eggs & fridge",Milk,Skim & low fat milk,3.2,5,False,16.0,Rebecca Moore,female,44,Melbourne,Coupons,Mobile App
2865919412,2021-07-26,2137550P,Pantry,Confectionery,Chocolate bars,5.19,8,False,41.52,Kimberly Brown,female,64,Melbourne,Coupons,Website
2889976337,2018-06-08,6963503P,Drinks,Energy drinks,Single cans,7.7,1,False,7.7,Stephen Murray,male,70,Sydney,Coupons,Mobile App
2931663574,2021-07-10,4843522P,Pantry,Confectionery,Chocolate blocks,3.09,9,False,27.81,Melanie Sutton,female,61,Sydney,Coupons,Website
2338616921,2019-04-13,5207301P,Drinks,Soft drinks,Kombucha & other drinks,5.19,4,False,20.76,Michael Wright,male,58,Sydney,Debit Card,Website
3056917212,2020-03-27,3014001P,Pantry,"Chips, crackers & snacks",Muesli bars & fruit snacks,1.01,1,False,1.01,Hannah Anderson,female,43,Melbourne,Debit Card,Website
2982244124,2019-02-25,3774162P,Pantry,Oils & vinegars,Oil,2.0,9,False,18.0,Daniel Hamilton,male,60,Adelaide,Credit Card,Mobile App
7543810171,2020-01-13,4875176P,Drinks,Coffee Drinks,Beans Coffee,4.73,1,False,4.73,Kristine Robles,female,34,Adelaide,Debit Card,Mobile App
3970453811,2019-10-05,3014792P,Drinks,Soft drinks,Mixers,1.27,5,False,6.35,Kimberly Smith,female,61,Melbourne,Coupons,Mobile App
2599033924,2018-03-14,3274818P,"Dairy, eggs & fridge",Cheese,Cheese snacks,73.0,8,False,584.0,Sara Watts,female,62,Gold Coast,Debit Card,Website
6980016495,2024-01-01,4965315P,Pantry,Breakfast,Breakfast oats,1.94,8,False,15.52,Kaylee Davis,female,29,Sydney,Credit Card,Website
7233563791,2021-03-05,3023374P,Pantry,"Chips, crackers & snacks",Muesli bars & fruit snacks,0.53,2,True,0.8480000000000001,Thomas Jackson,male,99,Sydney,Debit Card,Mobile App
5614866031,2018-10-19,9702459P,Pantry,"Chips, crackers & snacks",Crackers & crispbreads,1.8,2,False,3.6,Johnny Stephenson,male,50,Sydney,Credit Card,Mobile App
7355340626,2018-05-24,5225198P,Pantry,Sauces,Recipe & meal bases,1.84,10,False,18.400000000000002,Crystal Smith,female,64,Melbourne,Coupons,Mobile App
9633501789,2023-05-25,5072665P,Pantry,Confectionery,Chocolate bars,4.0,6,False,24.0,Mallory Lawson,female,76,Melbourne,Credit Card,Website
5477635212,2023-08-28,2850731P,Meat & seafood,Seafood,Smoked and cured fish,39.6,3,False,118.80000000000001,Eric Ward,male,50,Melbourne,Credit Card,Website
1395719306,2018-10-27,4277378P,Pantry,Sauces,Sweet chilli & hot,2.6,10,True,20.8,Jennifer Bernard,female,40,Melbourne,Credit Card,Mobile App
5996044546,2024-06-22,7135063P,Pantry,Confectionery,Chocolate bags,4.2,9,False,37.800000000000004,Dawn Aguilar,female,37,Canberra,Credit Card,Website
9920694683,2018-09-07,3626405P,Drinks,Coffee Drinks,Coffee Capsules,0.75,9,False,6.75,Angela Wright,female,76,Hobart,Credit Card,Mobile App
9330882976,2018-08-10,1033628P,Pantry,Breakfast,Family favourites,2.14,7,False,14.98,Jessica Simpson,female,73,Hobart,Coupons,Mobile App
6028053903,2019-05-15,3961170P,Pantry,"Chips, crackers & snacks",Popcorn,5.35,6,False,32.099999999999994,Sean Gonzalez,male,55,Sydney,Debit Card,Mobile App
5331586764,2020-10-11,4823682P,Pantry,Coffee,Capsules,0.81,4,True,2.5920000000000005,Scott White,male,65,Melbourne,Credit Card,Mobile App
6850823849,2023-08-16,6307108P,Pantry,"Chips, crackers & snacks",Potato chips,0.7,2,False,1.4,Julie Mccoy,female,46,Melbourne,Debit Card,Mobile App
3098418872,2020-04-18,6871890P,Pantry,"Chips, crackers & snacks",Biscuits & cookies,1.0,1,False,1.0,Christy Foster,female,56,Adelaide,Debit Card,Mobile App
3341071167,2022-06-28,4324853P,Pantry,Confectionery,Lollies,0.76,1,False,0.76,Lisa Beard,female,40,Brisbane,Debit Card,Website
7850735013,2020-01-29,3497594P,Pantry,Oils & vinegars,Vinegar,1.38,4,False,5.52,Robert Fischer,male,58,Perth,Coupons,Mobile App
6837848115,2020-06-02,3014792P,Drinks,Soft drinks,Mixers,1.27,4,False,5.08,Tammy Smith,female,64,Adelaide,Debit Card,Mobile App
4056482071,2020-11-05,4782100P,Drinks,Coffee Drinks,Coffee Capsules,0.53,1,False,0.53,Lori Summers,female,47,Melbourne,Debit Card,Mobile App
2883405280,2021-09-20,2090900P,Pantry,Confectionery,Lollies,2.01,8,False,16.08,Jennifer Gomez,female,42,Adelaide,Debit Card,Mobile App
8438637243,2018-06-15,3038928P,Drinks,Sports drinks,Sports drink,2.5,2,False,5.0,Joshua Hill,male,41,Sydney,Debit Card,Mobile App
9958636714,2024-03-08,2768299P,Pantry,Sauces,Pizza & pasta,0.75,2,False,1.5,Angelica Craig,female,65,Perth,Debit Card,Mobile App
3364366466,2024-03-20,5009400P,Pantry,Coffee,Capsules,0.52,1,False,0.52,Erin Shelton,female,63,Melbourne,Debit Card,Website
5201175686,2022-12-14,4935008P,"Dairy, eggs & fridge",Dairy,Yoghurt,2.11,5,False,10.549999999999999,Travis Sandoval,male,29,Melbourne,Debit Card,Website
5129396662,2019-01-28,5260188P,"Dairy, eggs & fridge",Milk,Skim & low fat milk,2.5,8,False,20.0,Christina Miller,female,61,Melbourne,Debit Card,Mobile App
7236454092,2018-07-24,4461967P,Meat & seafood,Poultry,Free range chicken,25.0,7,False,175.0,Albert Williams,male,57,Melbourne,Coupons,Mobile App
7484687915,2024-01-22,5012222P,Pantry,Tea,Herbal,0.43,3,False,1.29,Gabrielle Evans,female,55,Melbourne,Credit Card,Website
1397598208,2022-06-28,7490189P,Pantry,Tea,Chai,2.92,6,False,17.52,Carolyn Livingston,female,31,Brisbane,Debit Card,Mobile App
9417042468,2024-06-19,5034203P,Pantry,"Jams, honey & spreads",Jams,1.55,9,False,13.950000000000001,Brian Morris,male,59,Melbourne,Credit Card,Mobile App
5984641254,2020-03-04,3801367P,Pantry,Confectionery,Seasonal Chocolates & Lollies,2.73,5,False,13.65,Victoria Carlson,female,35,Perth,Debit Card,Mobile App
8978183373,2024-05-03,3452508P,Drinks,Tea Drinks,Tea Herbal,0.44,10,False,4.4,Michelle Barnes,female,53,Gold Coast,Credit Card,Mobile App
4991358963,2023-07-16,1758020P,Pantry,Tea,Herbal,21.2,5,False,106.0,Tyler Pitts,male,48,Melbourne,Debit Card,Website
4775291356,2023-05-12,3984744P,Drinks,Tea Drinks,Tea Chai,0.06,6,False,0.36,Anna King,female,55,Sydney,Debit Card,Mobile App
3212729719,2020-04-12,9067496P,"Dairy, eggs & fridge",Milk,Soy & almond milk,3.46,8,False,27.68,Sheryl Bennett,female,66,Brisbane,Coupons,Website
4503397382,2019-12-11,4455636P,Pantry,Confectionery,Chocolate bags,1.67,5,False,8.35,James Parker,male,58,Perth,Coupons,Website
1480864835,2021-03-29,3613108P,Drinks,Soft drinks,Soft drink cans,2.07,4,False,8.28,Carolyn Alexander,female,65,Perth,Debit Card,Website
8652081967,2023-05-22,3567292P,Bakery,Packaged Cakes & Sweet Treats,Slices & Bites,4.17,3,False,12.51,Mariah Ward,female,74,Brisbane,Coupons,Website
7781258115,2019-03-12,3772950P,Pantry,Coffee,Capsules,0.75,9,False,6.75,Duane Santos,male,55,Canberra,Debit Card,Website
4625332531,2022-12-04,3017746P,Pantry,"Chips, crackers & snacks",Nuts & trail mix,28.13,6,False,168.78,Tina Merritt,female,65,Sydney,Debit Card,Website
2046720845,2023-11-21,2993740P,Drinks,Soft drinks,Soft drink cans,4.18,7,False,29.259999999999998,Melissa Green,female,41,Sydney,Debit Card,Mobile App
2455902408,2022-04-29,4737525P,Drinks,Coffee Drinks,Coffee Instant,11.0,6,False,66.0,David Herman,male,76,Gold Coast,Debit Card,Website
7864959119,2023-03-31,4191578P,Pantry,Coffee,Capsules,0.45,5,False,2.25,Joanna Miller,female,73,Perth,Debit Card,Website
8051272891,2021-05-04,5103929P,Pantry,Breakfast,Healthier start,0.92,2,False,1.84,Alex Carr,male,28,Melbourne,Credit Card,Website
7720124789,2020-02-12,8370400P,Pantry,Oils & vinegars,Oil,2.57,9,False,23.13,Kimberly Phelps,female,38,Sydney,Debit Card,Mobile App
8921450336,2024-06-09,9440261P,Bakery,Packaged Breads,Digestive Health & Speciality Bread,0.45,3,False,1.35,Alexandria Cline,female,35,Sydney,Debit Card,Website
5683736808,2018-12-22,5351829P,Pantry,"Chips, crackers & snacks",Popcorn,2.35,5,False,11.75,Martha Lee,female,72,Sydney,Debit Card,Website
3027284110,2024-02-28,4332115P,Pantry,Confectionery,Lollies,0.66,8,True,4.224,Robert Nelson,male,70,Perth,Credit Card,Mobile App
1232356025,2018-09-13,132748P,Pantry,Breakfast,Breakfast muesli,0.84,5,False,4.2,Maria Moore,female,62,Sydney,Debit Card,Mobile App
6809214746,2020-12-16,5750620P,Pantry,Confectionery,Chocolate blocks,7.45,2,True,11.920000000000002,Kimberly Lee,female,58,Sydney,Debit Card,Website
8080089472,2020-02-03,4654257P,Bakery,Packaged Breads,Digestive Health & Speciality Bread,0.81,3,False,2.43,Thomas Hart,male,51,Sydney,Credit Card,Mobile App
6096903139,2018-06-10,26445P,"Dairy, eggs & fridge",Milk,Milk flavoured,6.18,8,False,49.44,Regina Richardson,female,52,Sydney,Coupons,Mobile App
2918823454,2021-02-08,3828670P,Pantry,"Jams, honey & spreads",Honey,4.4,3,False,13.200000000000001,Michael Fletcher,male,35,Sydney,Coupons,Mobile App
2474428983,2021-02-04,3568590P,"Dairy, eggs & fridge",Milk,Milk flavoured,7.4,2,False,14.8,Kelly Yang,female,62,Sydney,Debit Card,Mobile App
1632773714,2023-01-17,4594031P,Fruit & vegetables,Vegetables,Mushrooms,12.5,1,False,12.5,Deanna Garcia,female,51,Sydney,Coupons,Website
7378496396,2019-05-19,3270974P,Meat & seafood,Poultry,Crumbed chicken,2.63,4,True,8.416,Amy Castro,female,70,Canberra,Debit Card,Mobile App
5356355983,2022-03-20,3868222P,Pantry,"Jams, honey & spreads",Honey,2.5,10,False,25.0,Elizabeth Brown,female,51,Sydney,Coupons,Mobile App
6310231802,2023-01-29,1155170P,Pantry,Sauces,Recipe & meal bases,2.33,9,False,20.97,Valerie Marquez,female,61,Melbourne,Credit Card,Mobile App
5799707438,2018-10-22,1883000P,Fruit & vegetables,Vegetables,Tomatoes,17.5,9,False,157.5,Michele Hurst,female,55,Melbourne,Coupons,Website
1535005893,2022-06-30,4969021P,Pantry,Oils & vinegars,Oil,3.8,6,False,22.799999999999997,Melissa Cohen,female,62,Melbourne,Credit Card,Mobile App
8542045205,2018-10-04,9589265P,Pantry,Confectionery,Chocolate multipacks,2.78,5,False,13.899999999999999,Veronica Smith,female,53,Perth,Credit Card,Mobile App
5577523625,2020-05-07,2353078P,Pantry,Confectionery,Chocolate multipacks,3.42,8,False,27.36,Stacy King,female,47,Darwin,Debit Card,Website
4287227151,2020-11-07,5458243P,"Dairy, eggs & fridge",Milk,Specialty milk,3.3,7,False,23.099999999999998,Ryan Ryan,male,72,Sydney,Debit Card,Mobile App
6760904955,2018-06-09,8097061P,Pantry,Coffee,Ground coffee,6.42,8,False,51.36,Rita Martinez,female,51,Adelaide,Credit Card,Mobile App
3107822349,2019-06-21,4603154P,Pantry,"Chips, crackers & snacks",Muesli bars & fruit snacks,2.95,5,False,14.75,Kimberly Walsh,female,48,Melbourne,Coupons,Mobile App
7444010399,2019-03-11,5436896P,Pantry,Coffee,Coffee mixes,3.05,6,False,18.299999999999997,Jeremy Johnson,male,71,Melbourne,Credit Card,Website
3621567673,2018-10-27,7752060P,Pantry,Tea,Black,1.73,2,False,3.46,Tanya Vargas,female,46,Perth,Debit Card,Website
5301739761,2023-11-11,472994P,"Dairy, eggs & fridge",Cheese,Block cheese,20.72,8,False,165.76,Amy Kennedy,female,46,Sydney,Debit Card,Mobile App
3037446244,2020-10-23,9460462P,Pantry,"Chips, crackers & snacks",Muesli bars & fruit snacks,2.77,2,False,5.54,Paige Hall,female,86,Melbourne,Debit Card,Website
4447471405,2024-05-26,2368938P,"Dairy, eggs & fridge",Dairy,Yoghurt,0.7,10,False,7.0,Grace Kennedy,female,50,Brisbane,Credit Card,Mobile App
9337781231,2022-06-26,4357400P,"Dairy, eggs & fridge",Dairy,Yoghurt,0.86,9,False,7.74,Theresa Nunez,female,50,Sydney,Debit Card,Mobile App
3561324410,2019-11-20,3815394P,Pantry,"Chips, crackers & snacks",Crackers & crispbreads,6.03,9,False,54.27,Marcia Bradley,female,61,Melbourne,Coupons,Website
8177709884,2024-02-17,3263695P,Drinks,Tea Drinks,Tea Green,3.2,4,True,10.240000000000002,Jennifer Arnold,female,66,Melbourne,Coupons,Mobile App
3019496286,2020-10-05,3613130P,Pantry,Confectionery,Chocolate blocks,1.94,6,False,11.64,Helen Lindsey,female,51,Brisbane,Credit Card,Mobile App
5848997849,2022-10-07,3275901P,"Dairy, eggs & fridge",Cheese,Specialty & entertaining cheese,54.0,1,False,54.0,Linda Johnson,female,55,Sydney,Debit Card,Mobile App
7834832553,2023-10-03,5057311P,Bakery,Packaged Cakes & Sweet Treats,Loaf Cakes,0.6,3,False,1.7999999999999998,Cassandra Harris,female,48,Sydney,Debit Card,Mobile App
4855684478,2024-03-03,2791621P,Pantry,"Chips, crackers & snacks",Crackers & crispbreads,3.67,8,False,29.36,Heidi Wright,female,48,Melbourne,Debit Card,Mobile App
4152216409,2018-02-02,5459530P,Pantry,"Jams, honey & spreads",Nut spreads,1.37,7,False,9.59,Grace Burgess,female,35,Sydney,Credit Card,Website
